ID,Education,Marital_Status,Income,NumDealsPurchases,Age,Kids,Days_Enrolled,Total_Spend,CouponsAccepted,Total_Purchases,Recency_
3635,PhD,Single,52597.0,3,"(60, 70]",1,53,578,0,17,4.928571428571429
3547,Master,Relationship,41021.0,2,"(50, 60]",1,546,64,1,5,0.8571428571428571
2456,PhD,Relationship,40233.0,5,"(40,50]",1,258,149,0,8,6.0
5633,Graduation,Relationship,50183.0,7,"(40,50]",2,4,231,0,10,3.357142857142857
7801,Graduation,Relationship,54753.0,3,"(60, 70]",1,290,728,0,18,6.214285714285714
10489,Graduation,Relationship,92955.0,1,"(50, 60]",0,314,1778,3,22,2.5
7011,Graduation,Relationship,33471.0,3,"(50, 60]",1,625,93,0,7,3.357142857142857
2620,PhD,Relationship,34596.0,1,"(40,50]",1,442,23,1,3,3.4285714285714284
3933,Graduation,Relationship,44010.0,6,"(40,50]",1,624,662,0,18,3.2857142857142856
10981,Graduation,Relationship,84219.0,1,"(30,40]",0,147,1198,0,17,1.9285714285714286
1734,PhD,Relationship,40706.0,4,"(50, 60]",3,528,81,0,7,2.642857142857143
10995,Master,Relationship,15716.0,3,"(30,40]",1,594,92,0,7,0.5714285714285714
6357,Master,Single,59052.0,3,"(60, 70]",1,224,491,0,15,2.0714285714285716
9209,Master,Relationship,80573.0,1,"(50, 60]",0,623,1564,0,23,6.071428571428571
10286,Graduation,Relationship,83715.0,1,"(60, 70]",0,146,926,0,23,0.14285714285714285
2611,Master,Relationship,82576.0,1,"(60, 70]",0,697,1910,1,18,4.714285714285714
1600,Master,Relationship,56962.0,7,"(50, 60]",3,261,411,0,14,4.285714285714286
3308,Graduation,Relationship,35704.0,3,70,2,177,94,0,6,3.857142857142857
5407,Graduation,Relationship,53103.0,5,"(60, 70]",1,290,1085,1,23,5.0
2166,Master,Single,46779.0,1,"(60, 70]",2,352,23,0,3,3.9285714285714284
3955,Graduation,Single,4861.0,0,"(50, 60]",0,7,6,0,0,1.4285714285714286
6634,Master,Single,33462.0,1,"(40,50]",1,326,54,0,5,5.571428571428571
3056,Graduation,Single,63693.0,3,"(40,50]",1,258,1150,0,26,4.5
5718,Graduation,Relationship,80763.0,1,70,0,318,1415,3,22,1.2142857142857142
6872,PhD,Relationship,65352.0,2,"(40,50]",1,312,405,0,14,3.0714285714285716
8164,PhD,Relationship,82170.0,1,"(40,50]",0,216,1908,0,18,0.9285714285714286
4580,Graduation,Relationship,75759.0,1,"(50, 60]",0,247,2486,4,25,3.2857142857142856
9305,Master,Single,79689.0,1,"(40,50]",0,413,1315,0,26,4.642857142857143
453,PhD,Single,35340.0,2,"(60, 70]",2,0,45,0,5,0.07142857142857142
8545,Graduation,Single,85683.0,1,"(60, 70]",0,100,1789,5,16,0.42857142857142855
9850,Master,Relationship,24884.0,1,"(50, 60]",1,577,19,0,3,2.2857142857142856
7378,Master,Relationship,42021.0,5,"(40,50]",1,667,573,1,17,2.4285714285714284
7646,Graduation,Single,64449.0,4,"(30,40]",1,131,805,0,20,5.0
1640,Graduation,Single,64587.0,2,"(60, 70]",2,7,108,0,6,3.5
5184,Graduation,Single,34824.0,1,"(0,30]",0,95,23,0,3,4.642857142857143
8492,Graduation,Relationship,75437.0,1,"(40,50]",0,232,1493,1,22,1.7857142857142858
11188,Graduation,Relationship,26091.0,3,"(60, 70]",2,124,89,0,6,6.0
1212,Graduation,Relationship,52845.0,3,"(50, 60]",1,320,936,1,22,0.5
9097,Graduation,Single,46086.0,4,"(60, 70]",1,238,343,0,12,2.4285714285714284
10473,PhD,Single,78028.0,1,"(60, 70]",1,657,528,3,19,2.7142857142857144
7962,PhD,Single,95169.0,1,"(30,40]",0,263,1901,3,11,0.07142857142857142
9984,Master,Relationship,56337.0,5,"(40,50]",2,459,724,3,17,1.7857142857142858
5527,Graduation,Relationship,22434.0,2,"(30,40]",1,501,58,0,5,1.7857142857142858
6374,PhD,Relationship,36930.0,5,"(60, 70]",1,408,297,0,11,3.5714285714285716
7453,Graduation,Single,36130.0,6,"(60, 70]",1,512,488,2,15,3.2857142857142856
8952,Master,Relationship,65569.0,2,70,1,601,859,0,21,6.857142857142857
241,Graduation,Relationship,83844.0,1,70,0,413,1574,1,19,4.071428571428571
8975,Graduation,Relationship,19514.0,4,"(50, 60]",2,154,69,1,6,3.357142857142857
6119,PhD,Single,36736.0,1,"(60, 70]",2,415,17,0,3,3.7142857142857144
5236,Graduation,Relationship,77568.0,1,"(40,50]",1,673,2194,3,20,2.142857142857143
5723,PhD,Relationship,49187.0,1,"(40,50]",1,169,116,0,7,4.5
1710,Graduation,Single,30168.0,7,"(40,50]",1,479,279,0,11,3.642857142857143
1970,Master,Relationship,34053.0,1,"(50, 60]",1,657,103,0,6,1.0
5313,Master,Relationship,38196.0,3,"(50, 60]",2,72,44,0,6,1.4285714285714286
10634,Master,Relationship,59412.0,1,70,0,71,406,0,14,4.0
7010,Master,Relationship,70924.0,1,"(50, 60]",0,83,1363,1,19,2.9285714285714284
8562,Graduation,Relationship,54165.0,1,"(50, 60]",0,397,236,0,10,5.142857142857143
3158,Graduation,Relationship,32300.0,1,"(50, 60]",1,542,39,0,4,0.07142857142857142
4436,Graduation,Single,20180.0,1,"(40,50]",0,494,137,0,7,1.9285714285714286
5287,Graduation,Relationship,34961.0,3,"(50, 60]",1,10,79,0,7,5.5
2445,PhD,Relationship,28440.0,1,"(40,50]",1,357,63,0,5,6.214285714285714
6059,PhD,Relationship,64504.0,7,70,3,482,1314,1,18,5.785714285714286
4550,Master,Relationship,33564.0,1,"(50, 60]",1,5,71,0,5,3.642857142857143
4240,Graduation,Relationship,17345.0,2,"(40,50]",1,603,58,0,5,5.642857142857143
8911,PhD,Relationship,56320.0,3,"(50, 60]",1,447,702,0,18,0.7857142857142857
3706,Graduation,Single,28647.0,1,"(40,50]",1,312,94,2,6,3.857142857142857
3628,Basic,Single,15038.0,2,"(30,40]",1,516,80,0,5,6.642857142857143
10175,PhD,Single,32173.0,1,"(60, 70]",1,332,22,0,4,0.0
8985,Master,Relationship,68316.0,5,"(50, 60]",1,602,1211,0,27,3.857142857142857
5204,Graduation,Relationship,74538.0,1,"(50, 60]",0,365,1461,2,21,1.5
9220,Graduation,Single,91700.0,1,"(50, 60]",0,528,1968,1,19,4.142857142857143
9888,Graduation,Relationship,68695.0,1,"(50, 60]",0,4,1091,0,15,0.21428571428571427
5263,Master,Relationship,31056.0,1,"(40,50]",1,523,55,0,4,7.071428571428571
1020,Graduation,Relationship,79593.0,1,"(50, 60]",0,48,1366,1,18,5.0
9503,Graduation,Single,28071.0,2,"(40,50]",0,669,313,0,11,4.642857142857143
10613,PhD,Relationship,37334.0,4,"(60, 70]",2,123,62,0,7,3.142857142857143
67,Master,Single,46423.0,3,"(50, 60]",2,284,92,0,6,0.42857142857142855
6019,PhD,Relationship,37126.0,1,"(50, 60]",1,91,72,2,5,0.6428571428571429
5863,Graduation,Relationship,47703.0,4,70,1,396,655,0,17,6.785714285714286
3717,Graduation,Relationship,61180.0,2,"(60, 70]",1,67,704,1,16,5.0
6730,Graduation,Relationship,38998.0,3,"(60, 70]",2,603,54,0,5,6.571428571428571
10749,Graduation,Single,8028.0,15,"(30,40]",0,649,178,0,1,4.428571428571429
4998,Graduation,Relationship,76081.0,1,"(60, 70]",0,37,1033,1,13,6.071428571428571
6287,Graduation,Relationship,34728.0,1,"(30,40]",1,334,36,1,4,0.14285714285714285
5985,Master,Single,33168.0,3,"(50, 60]",1,624,122,0,7,0.0
4754,Master,Relationship,33585.0,1,"(50, 60]",1,277,122,0,6,6.5
4002,PhD,Relationship,77037.0,1,"(60, 70]",1,259,1123,0,26,0.21428571428571427
8870,Graduation,Relationship,35196.0,6,"(30,40]",1,593,497,1,12,4.857142857142857
966,Graduation,Relationship,44529.0,6,"(50, 60]",1,359,691,1,19,7.0
4767,Master,Relationship,70924.0,1,"(50, 60]",0,83,1363,1,19,2.9285714285714284
9725,PhD,Relationship,28764.0,1,"(50, 60]",2,24,12,1,3,1.1428571428571428
4475,PhD,Relationship,69098.0,1,70,0,498,2440,0,24,5.857142857142857
5740,Master,Single,25959.0,2,"(50, 60]",2,500,56,1,5,0.07142857142857142
5731,Master,Relationship,27100.0,1,"(40,50]",1,450,37,0,4,4.571428571428571
7290,Graduation,Single,70596.0,1,"(30,40]",0,632,968,0,20,4.857142857142857
3846,Graduation,Relationship,42557.0,4,"(40,50]",1,669,270,0,11,7.0
8104,PhD,Relationship,53312.0,1,70,0,324,278,0,11,2.2857142857142856
4507,Graduation,Single,72228.0,1,70,0,579,1250,0,21,6.214285714285714
11013,Graduation,Relationship,67605.0,1,"(30,40]",0,455,938,0,16,6.0
4491,Master,Relationship,62845.0,11,70,2,636,1178,1,17,0.21428571428571427
3759,Graduation,Relationship,65196.0,2,"(60, 70]",2,339,1155,1,24,2.4285714285714284
1162,PhD,Single,42000.0,2,"(30,40]",0,535,653,1,18,1.6428571428571428
2055,PhD,Single,35860.0,2,"(50, 60]",2,41,49,1,4,2.642857142857143
10766,PhD,Relationship,65526.0,1,"(50, 60]",1,79,506,0,16,1.5714285714285714
4415,Graduation,Relationship,16860.0,3,"(60, 70]",2,655,38,0,5,1.3571428571428572
3005,Graduation,Single,83528.0,1,"(30,40]",0,59,1650,3,22,0.5
2223,Master,Single,64176.0,8,"(50, 60]",1,695,1826,0,25,3.7142857142857144
4817,Graduation,Single,22304.0,1,"(60, 70]",0,694,18,0,3,6.5
2875,Graduation,Relationship,67023.0,1,"(40,50]",0,117,906,0,23,6.642857142857143
10536,PhD,Relationship,32892.0,2,"(50, 60]",1,35,46,0,6,5.571428571428571
11112,Graduation,Relationship,70713.0,6,"(50, 60]",1,573,1477,0,19,1.6428571428571428
3807,Graduation,Relationship,59925.0,3,"(60, 70]",1,576,766,0,20,5.928571428571429
9197,Graduation,Relationship,39722.0,2,70,1,125,47,0,5,6.571428571428571
10832,Graduation,Relationship,46610.0,1,"(60, 70]",0,346,467,0,13,0.2857142857142857
6421,Graduation,Relationship,88347.0,1,"(60, 70]",0,361,2116,1,20,2.2857142857142856
4207,PhD,Relationship,87171.0,1,"(40,50]",0,424,1298,2,24,1.9285714285714286
577,Master,Relationship,26907.0,2,"(40,50]",2,313,22,0,4,0.7142857142857143
10855,Master,Single,50014.0,2,"(50, 60]",1,158,396,0,13,0.6428571428571429
3081,PhD,Relationship,41014.0,1,"(40,50]",1,433,20,0,3,4.642857142857143
3535,Graduation,Single,66294.0,1,"(50, 60]",0,104,967,0,12,4.857142857142857
247,Graduation,Relationship,36715.0,6,"(50, 60]",1,589,357,1,13,1.1428571428571428
8707,Graduation,Relationship,79456.0,1,"(60, 70]",0,676,1401,1,15,0.8571428571428571
9523,Graduation,Relationship,40479.0,1,"(40,50]",1,316,15,0,3,6.785714285714286
6072,Master,Single,75345.0,1,"(50, 60]",0,512,2087,2,19,1.1428571428571428
6295,Graduation,Relationship,54233.0,4,"(40,50]",1,510,981,0,22,3.2857142857142856
10914,Graduation,Single,24163.0,2,"(50, 60]",2,260,17,0,4,0.21428571428571427
1509,PhD,Relationship,84460.0,0,"(60, 70]",0,541,523,5,22,5.714285714285714
5577,Graduation,Relationship,43776.0,1,"(40,50]",1,57,23,0,3,5.5
7348,PhD,Single,71691.0,1,"(60, 70]",0,104,1192,1,16,0.0
1127,PhD,Relationship,85844.0,1,"(50, 60]",0,31,1958,1,19,4.428571428571429
1833,PhD,Single,39190.0,2,"(40,50]",1,64,133,0,7,6.5
4944,Graduation,Relationship,71367.0,1,"(60, 70]",0,310,777,0,16,1.7142857142857142
9080,PhD,Single,38578.0,3,"(50, 60]",2,372,73,0,6,0.14285714285714285
6466,PhD,Relationship,57236.0,3,"(50, 60]",2,109,121,0,7,1.5714285714285714
9964,Graduation,Single,61825.0,1,"(40,50]",1,326,424,0,14,4.0
4790,Graduation,Single,79803.0,1,"(60, 70]",1,27,868,0,12,3.857142857142857
10245,Master,Single,80910.0,1,"(30,40]",0,606,756,0,14,5.071428571428571
1109,Master,Relationship,27590.0,1,"(40,50]",1,432,12,0,3,2.7142857142857144
6001,Graduation,Relationship,56775.0,2,"(40,50]",1,543,937,0,23,4.428571428571429
5538,Graduation,Single,83829.0,0,"(40,50]",0,264,1862,4,17,5.571428571428571
10552,Master,Relationship,54210.0,2,"(40,50]",1,405,367,0,12,1.2857142857142858
1545,Graduation,Relationship,38508.0,6,"(30,40]",1,331,443,0,14,6.785714285714286
7409,Graduation,Relationship,53187.0,2,"(50, 60]",1,246,267,0,11,4.714285714285714
4444,Graduation,Relationship,30023.0,1,"(50, 60]",1,97,61,0,5,2.0
146,PhD,Single,76045.0,1,"(60, 70]",0,226,1323,1,20,5.571428571428571
6271,PhD,Relationship,50870.0,1,70,1,10,63,0,5,0.9285714285714286
10065,Master,Relationship,15315.0,2,"(50, 60]",0,330,64,0,6,1.9285714285714286
4741,Master,Relationship,65463.0,2,"(40,50]",1,150,562,1,17,1.2142857142857142
246,Graduation,Relationship,66480.0,7,"(50, 60]",2,29,312,0,12,5.071428571428571
375,Graduation,Single,76773.0,1,"(60, 70]",0,489,1156,0,15,5.642857142857143
1524,Master,Single,81698.0,1,"(40,50]",0,485,1104,2,15,0.07142857142857142
10022,PhD,Single,54466.0,1,"(50, 60]",2,140,16,0,3,5.571428571428571
7451,Master,Single,98777.0,0,"(60, 70]",0,132,2008,1,19,1.6428571428571428
11010,PhD,Single,16269.0,3,"(30,40]",1,303,44,0,6,5.357142857142857
4356,Graduation,Relationship,71819.0,3,"(50, 60]",1,305,1574,2,11,5.0
3885,PhD,Relationship,33569.0,1,"(40,50]",1,256,63,2,4,0.7142857142857143
1175,Master,Relationship,36262.0,1,"(40,50]",0,282,426,2,11,1.7142857142857142
880,Basic,Relationship,22634.0,1,"(50, 60]",0,529,96,0,5,3.357142857142857
2320,Master,Relationship,47025.0,5,"(40,50]",1,290,635,0,18,7.0
850,Graduation,Single,70566.0,2,"(50, 60]",1,266,757,0,20,0.2857142857142857
4713,PhD,Relationship,31605.0,2,"(40,50]",1,584,125,0,7,1.0714285714285714
675,Master,Single,52034.0,5,"(50, 60]",2,408,332,0,11,4.785714285714286
5025,Graduation,Single,48526.0,1,"(40,50]",1,187,135,0,7,2.2857142857142856
2308,Graduation,Relationship,46734.0,2,"(60, 70]",1,588,330,0,12,2.857142857142857
5995,Graduation,Single,39552.0,7,"(60, 70]",2,558,384,1,13,3.857142857142857
6749,Graduation,Single,86358.0,4,"(50, 60]",2,690,1722,0,14,5.571428571428571
1010,Graduation,Relationship,46931.0,2,"(40,50]",3,66,78,0,5,6.714285714285714
8977,Basic,Single,16581.0,1,"(30,40]",0,533,24,0,3,3.642857142857143
4756,Master,Single,63998.0,1,70,0,191,1168,1,24,3.0
3412,Master,Relationship,67381.0,4,70,1,530,957,1,13,4.785714285714286
606,Graduation,Single,25930.0,1,"(50, 60]",2,262,15,0,3,6.214285714285714
5961,Graduation,Relationship,42693.0,1,"(40,50]",1,22,57,0,4,2.0714285714285716
2975,Graduation,Relationship,85606.0,2,"(40,50]",1,594,1956,1,22,6.357142857142857
2894,Graduation,Single,72903.0,1,"(30,40]",0,243,2013,4,20,5.285714285714286
7613,Master,Relationship,49669.0,2,"(40,50]",1,36,326,0,12,6.928571428571429
10542,PhD,Relationship,36778.0,3,"(50, 60]",2,693,77,0,6,4.5
8015,PhD,Single,85696.0,1,"(60, 70]",0,422,1313,1,19,6.285714285714286
10617,Master,Single,10979.0,2,"(30,40]",0,38,30,0,6,2.4285714285714284
11166,Graduation,Relationship,49678.0,2,"(60, 70]",1,512,315,0,12,5.785714285714286
849,Master,Relationship,56129.0,4,70,1,374,660,0,18,4.642857142857143
523,Graduation,Relationship,37155.0,1,"(30,40]",1,514,74,0,6,3.642857142857143
4066,Master,Single,21282.0,2,"(40,50]",1,49,46,0,5,5.428571428571429
8414,PhD,Single,33419.0,2,"(60, 70]",1,316,86,0,6,5.428571428571429
819,Graduation,Single,63285.0,1,70,0,236,1103,0,24,6.0
4961,Master,Relationship,21255.0,4,"(40,50]",1,159,61,0,7,4.0
749,Graduation,Relationship,42162.0,2,"(40,50]",1,222,145,2,7,2.2142857142857144
5430,Graduation,Relationship,54450.0,12,"(60, 70]",2,653,684,0,19,0.0
7755,PhD,Relationship,57744.0,2,"(60, 70]",1,229,411,0,14,6.5
10525,Graduation,Single,26576.0,1,"(30,40]",1,624,27,2,3,2.857142857142857
1453,PhD,Single,57513.0,2,70,0,358,1060,0,25,4.214285714285714
8310,Graduation,Relationship,68142.0,3,"(50, 60]",1,669,1459,0,21,6.857142857142857
10710,Graduation,Relationship,7500.0,1,"(40,50]",1,669,18,0,3,4.357142857142857
5031,Graduation,Relationship,83145.0,1,"(40,50]",0,645,1833,2,25,1.0
2613,Master,Relationship,54197.0,2,"(60, 70]",1,87,237,0,10,1.1428571428571428
213,PhD,Single,23091.0,4,"(60, 70]",2,32,48,0,6,7.0
967,Graduation,Relationship,46049.0,10,"(40,50]",2,343,515,1,16,0.7857142857142857
1077,Graduation,Relationship,56715.0,1,"(40,50]",0,571,1020,0,14,3.7142857142857144
7959,Graduation,Relationship,79410.0,1,"(60, 70]",0,31,1370,0,10,1.3571428571428572
640,Graduation,Relationship,57304.0,2,70,1,475,1026,0,23,4.357142857142857
4252,Graduation,Relationship,44375.0,1,"(50, 60]",1,98,301,0,11,5.214285714285714
8432,Graduation,Relationship,54450.0,12,"(60, 70]",2,653,684,0,19,0.0
6218,Graduation,Relationship,59594.0,1,"(50, 60]",1,617,499,1,16,5.285714285714286
6905,Graduation,Relationship,80685.0,1,"(0,30]",0,676,1004,0,20,3.9285714285714284
5922,PhD,Relationship,40344.0,2,"(40,50]",1,259,218,0,10,3.4285714285714284
3598,Graduation,Relationship,62710.0,4,"(50, 60]",1,402,606,0,18,3.7857142857142856
6116,Master,Relationship,48985.0,1,"(50, 60]",1,359,75,0,5,0.9285714285714286
6263,Graduation,Relationship,35322.0,3,"(50, 60]",3,676,106,0,6,2.4285714285714284
10486,Graduation,Relationship,77142.0,1,70,0,396,990,0,16,3.857142857142857
2410,Graduation,Single,81657.0,1,"(50, 60]",0,158,1097,0,15,4.928571428571429
193,Basic,Relationship,14421.0,1,"(0,30]",0,132,16,1,3,5.785714285714286
3363,Master,Relationship,20130.0,1,"(40,50]",0,104,34,0,4,7.071428571428571
8278,PhD,Relationship,74214.0,1,"(30,40]",0,672,1711,0,15,0.21428571428571427
10660,Master,Relationship,66726.0,3,"(60, 70]",2,168,438,1,14,4.357142857142857
8686,Basic,Relationship,23724.0,2,"(40,50]",1,537,75,0,5,4.642857142857143
1604,Master,Relationship,47353.0,3,"(60, 70]",1,228,225,0,10,6.642857142857143
5907,Master,Relationship,33444.0,1,70,2,603,18,0,3,1.7142857142857142
10669,Graduation,Relationship,54386.0,2,"(40,50]",1,408,470,0,15,0.5714285714285714
2918,Graduation,Single,28510.0,3,"(40,50]",2,442,91,0,6,5.142857142857143
5735,Master,Single,90638.0,1,"(30,40]",0,136,2525,1,17,2.0714285714285716
359,Graduation,Relationship,48070.0,3,70,1,532,504,0,16,2.357142857142857
8387,Graduation,Relationship,43140.0,1,"(60, 70]",1,540,235,0,10,4.857142857142857
1829,PhD,Single,54959.0,3,"(60, 70]",1,526,1232,2,18,3.9285714285714284
3839,Basic,Single,15056.0,5,"(60, 70]",2,422,88,0,7,5.428571428571429
9392,Graduation,Single,26954.0,1,"(50, 60]",1,52,17,0,3,1.2142857142857142
2292,Graduation,Single,22327.0,1,"(30,40]",1,331,24,0,4,6.714285714285714
10466,Graduation,Relationship,44393.0,2,"(50, 60]",2,311,60,0,5,6.142857142857143
9855,PhD,Single,62000.0,1,70,1,308,1020,1,25,1.7857142857142858
4088,PhD,Relationship,31497.0,2,"(60, 70]",1,570,155,0,8,1.5714285714285714
5231,Master,Relationship,45894.0,1,"(40,50]",2,122,51,0,4,1.0714285714285714
590,Master,Single,78579.0,1,"(50, 60]",0,554,1812,1,15,2.5
8732,Master,Single,67369.0,4,"(50, 60]",1,589,1461,3,21,5.785714285714286
2315,Graduation,Single,58401.0,1,"(60, 70]",1,70,96,0,5,3.9285714285714284
3515,Graduation,Single,62307.0,1,70,1,132,160,0,8,6.714285714285714
2245,Master,Relationship,43641.0,3,"(50, 60]",2,433,139,0,7,3.5714285714285716
6283,Master,Single,63841.0,1,"(50, 60]",1,434,908,0,21,4.571428571428571
2246,Master,Relationship,46891.0,1,"(50, 60]",1,301,183,0,7,6.5
6606,Master,Relationship,70091.0,2,"(50, 60]",1,455,1161,1,17,0.7857142857142857
5545,PhD,Relationship,78075.0,1,"(50, 60]",0,85,988,0,13,5.142857142857143
7342,Master,Single,59184.0,3,"(60, 70]",1,658,1072,0,24,0.42857142857142855
837,Graduation,Relationship,54809.0,4,"(40,50]",2,291,174,0,8,0.0
9500,Graduation,Relationship,58113.0,3,"(60, 70]",1,520,758,0,19,4.714285714285714
3602,Master,Relationship,51412.0,2,"(60, 70]",1,180,195,0,9,3.0
234,Graduation,Single,15287.0,2,"(40,50]",1,627,31,2,4,4.285714285714286
2995,Master,Relationship,66636.0,1,"(60, 70]",0,316,1084,0,16,4.571428571428571
1118,Master,Relationship,50965.0,3,"(60, 70]",1,494,685,1,19,6.214285714285714
7789,PhD,Relationship,84618.0,1,"(50, 60]",0,219,1672,1,25,6.857142857142857
3068,Graduation,Relationship,18351.0,1,"(30,40]",0,243,43,0,5,0.07142857142857142
8955,PhD,Relationship,40451.0,1,"(60, 70]",2,133,49,1,4,3.857142857142857
945,Graduation,Relationship,36317.0,2,"(50, 60]",1,403,133,0,7,3.7857142857142856
5644,Graduation,Relationship,42213.0,2,"(60, 70]",1,260,363,1,13,6.857142857142857
7192,Graduation,Relationship,65748.0,2,"(60, 70]",1,440,545,0,16,4.142857142857143
2324,Graduation,Relationship,77044.0,2,"(50, 60]",1,245,1065,1,29,0.8571428571428571
697,Graduation,Relationship,74918.0,1,"(50, 60]",0,474,2047,1,20,5.571428571428571
3439,Graduation,Relationship,56721.0,5,"(50, 60]",2,606,296,0,10,4.571428571428571
1506,Graduation,Single,42160.0,4,"(40,50]",2,366,140,1,7,1.8571428571428572
232,Graduation,Single,61559.0,1,"(50, 60]",1,347,530,0,16,0.5714285714285714
8876,PhD,Relationship,33629.0,5,"(60, 70]",2,690,152,0,8,3.5
4500,PhD,Relationship,68682.0,1,"(30,40]",0,266,1598,0,23,4.0
9739,Graduation,Single,34377.0,2,"(60, 70]",1,526,114,0,6,3.9285714285714284
10395,Basic,Single,8940.0,3,"(30,40]",1,676,101,0,7,1.7857142857142858
1176,Graduation,Relationship,26228.0,1,"(50, 60]",1,280,25,0,3,3.5714285714285716
1627,Master,Single,77297.0,1,"(60, 70]",0,519,789,1,21,6.0
938,Graduation,Relationship,40211.0,2,"(40,50]",2,334,87,1,5,2.142857142857143
2740,PhD,Single,33438.0,4,"(60, 70]",2,280,90,0,7,5.785714285714286
257,PhD,Relationship,75032.0,2,"(60, 70]",1,427,1215,0,18,5.285714285714286
4058,PhD,Single,61284.0,1,"(60, 70]",0,260,811,1,21,5.428571428571429
7736,Graduation,Relationship,22518.0,2,"(30,40]",1,615,61,2,5,2.5714285714285716
8210,Master,Relationship,54730.0,5,"(40,50]",1,318,405,0,13,4.571428571428571
833,Master,Relationship,38452.0,3,"(60, 70]",2,91,72,0,6,4.428571428571429
6230,Graduation,Single,44421.0,5,"(50, 60]",2,499,189,0,9,3.7857142857142856
7325,PhD,Relationship,38197.0,1,"(30,40]",1,365,40,0,4,6.142857142857143
1307,Graduation,Single,41986.0,3,"(40,50]",1,140,63,0,7,1.0714285714285714
1502,Graduation,Relationship,28427.0,2,"(40,50]",1,465,52,0,5,4.785714285714286
6211,PhD,Relationship,37395.0,1,"(40,50]",1,58,39,0,4,3.357142857142857
843,Graduation,Relationship,64722.0,4,"(50, 60]",1,34,805,0,21,3.357142857142857
4174,Master,Relationship,55249.0,1,"(60, 70]",1,73,130,0,7,5.785714285714286
9757,Graduation,Relationship,84906.0,1,"(50, 60]",0,268,1631,3,23,7.0
6918,Graduation,Relationship,28691.0,1,"(30,40]",1,360,34,0,4,4.0
286,Graduation,Single,44213.0,4,70,2,212,152,0,8,3.4285714285714284
11086,Basic,Single,25707.0,1,"(30,40]",1,162,21,0,4,1.2857142857142858
1921,PhD,Relationship,59062.0,2,"(50, 60]",3,269,71,0,5,5.285714285714286
4138,Graduation,Single,76624.0,1,"(60, 70]",1,36,899,1,22,4.857142857142857
7718,Master,Relationship,66000.0,1,70,0,70,711,0,9,2.5714285714285716
1291,PhD,Relationship,27683.0,4,"(40,50]",1,694,351,0,12,6.428571428571429
6862,Graduation,Single,1730.0,15,"(50, 60]",0,42,8,0,0,4.642857142857143
4136,Basic,Single,7500.0,4,"(30,40]",1,573,119,0,7,4.5
803,Graduation,Relationship,40521.0,1,"(50, 60]",2,450,21,0,3,5.857142857142857
4298,PhD,Relationship,20427.0,1,"(50, 60]",1,97,10,0,3,4.5
10833,Graduation,Relationship,65106.0,3,"(40,50]",1,36,973,1,24,3.9285714285714284
9606,PhD,Relationship,69969.0,1,"(50, 60]",0,306,1536,3,12,4.571428571428571
8534,Graduation,Relationship,67433.0,4,70,2,348,992,1,24,3.642857142857143
5153,PhD,Relationship,77766.0,2,"(50, 60]",1,492,1529,2,32,6.928571428571429
961,Graduation,Relationship,74716.0,2,"(50, 60]",1,290,860,0,15,6.571428571428571
5011,Graduation,Single,68118.0,2,"(60, 70]",1,254,928,0,21,3.642857142857143
6653,PhD,Relationship,55158.0,4,"(50, 60]",2,699,418,1,14,5.142857142857143
9094,Master,Relationship,62972.0,2,"(60, 70]",1,695,587,1,14,2.7857142857142856
810,Graduation,Relationship,74190.0,2,"(40,50]",1,48,641,0,17,3.5
5493,Graduation,Relationship,39356.0,1,"(40,50]",2,102,23,1,3,1.5
2147,Graduation,Relationship,76653.0,1,"(50, 60]",0,317,2279,2,22,6.5
5107,PhD,Single,35860.0,2,"(50, 60]",2,41,49,1,4,2.642857142857143
3979,PhD,Single,90687.0,1,"(40,50]",0,403,1779,2,16,7.0
6049,Master,Relationship,73450.0,1,"(40,50]",0,206,1804,2,26,6.071428571428571
8147,Graduation,Relationship,31454.0,3,"(60, 70]",2,358,48,0,5,2.857142857142857
1857,Graduation,Single,47139.0,2,70,2,115,83,1,5,0.14285714285714285
3910,Graduation,Single,83829.0,0,"(40,50]",0,264,1862,4,17,5.571428571428571
5207,PhD,Relationship,53378.0,10,"(60, 70]",2,643,793,1,19,2.9285714285714284
11114,Graduation,Relationship,19656.0,3,"(50, 60]",1,506,84,0,6,6.714285714285714
5429,PhD,Relationship,45579.0,1,70,1,313,183,0,9,0.7142857142857143
9400,Master,Single,85485.0,1,"(60, 70]",0,8,1383,0,18,5.214285714285714
1740,Graduation,Relationship,55956.0,2,70,0,83,999,1,14,1.5714285714285714
7488,Master,Single,64191.0,3,"(60, 70]",1,523,825,0,21,2.142857142857143
195,Graduation,Single,38808.0,4,"(50, 60]",1,672,246,2,10,1.5
635,Master,Relationship,57183.0,8,"(50, 60]",2,467,610,0,17,3.642857142857143
7527,Master,Single,23748.0,3,"(50, 60]",1,585,76,0,6,6.928571428571429
10319,Graduation,Relationship,66303.0,4,"(50, 60]",1,488,1286,1,18,4.0
2296,Master,Relationship,37368.0,1,"(40,50]",1,195,30,1,3,0.2857142857142857
10637,Graduation,Relationship,40800.0,2,"(50, 60]",3,544,99,0,6,5.5
2931,Graduation,Single,71847.0,0,"(40,50]",0,646,1192,1,22,6.785714285714286
907,Graduation,Relationship,46149.0,5,"(40,50]",1,212,362,0,13,2.5714285714285716
3698,Graduation,Relationship,78687.0,1,"(40,50]",0,689,2130,2,18,0.9285714285714286
